0deg,15deg,30deg,45deg,60deg,75deg,88deg,90deg,92deg,105deg,120deg,135deg,150deg,165deg,180deg,270deg
0.518005135769324,-2.3186452798212716,-0.6751185530512055,-1.8250847250930282,1.8089805011212516,-1.2339816400303125,1.4214531658045617,-5.954448393583055,-1.7741311161211883,-0.8768387957133286,2.8752687591114383,-1.1323424450783885,-2.1680379785662387,0.23866049864258781,-1.1024331986527423,-3.3104387138593623
-0.4062413994988674,-2.1062885804049074,-1.8830233988301188,-2.8665593150690256,3.6384561511040374,2.074544867493387,1.4236992746791657,-2.6984488399939437,-2.9314094373849002,1.6158518459596962,1.1747239884489318,-0.5306573555553769,-0.24893208660614619,0.3306607488739246,1.680242982447453,-2.0749888064328843
-1.8290713057858738,-2.051199135963543,-1.9704447498243098,-2.8463920918347867,3.6457316104279016,1.0012420434386513,0.2516711419330022,-4.3215100009256275,-4.105534008273025,1.4381717728570038,-0.3007863389375416,-0.9589420181509922,3.206837556523169,1.0759888141437841,2.022707518369316,0.24346173855701636
-1.5778721229139592,-1.5870646209805273,-1.3140600142241965,-2.521883425250053,0.9837699798308677,-2.285721979356822,0.23058187204969727,-6.336733407944848,-2.085602663206373,-0.7229667750398221,-1.245205156245902,-3.1753792442486883,2.9979213814840477,1.18612483636025,2.044087740174291,-0.446484884903839
-2.3347548647534495,-0.7823114571938277,-1.6536539742614877,-2.173497654930543,2.4960413238823094,-0.07550739168527798,0.4641359986444513,-2.6536856869415715,-0.2343339202025163,0.06665102918850607,-0.044786811563426454,-2.4263209907403507,1.4190341526364136,1.2523989446381165,2.6952273389342736,-1.8913588097857428
-3.223621938866472,-0.8408193526092873,-2.958209102168439,-1.8797959081985027,2.4135705019789384,1.300418955479472,-0.9269648297040476,-0.4521679025119738,1.2208545767116448,-2.5819248802172297,0.9105518833666792,-3.4563515669851768,1.8895849012878898,2.0660061536955254,1.5236041932730586,-1.479377384498548
-2.9364265876620266,-1.3413750042464017,-3.8961087042898725,-2.6709329116001754,-0.5464168375538065,2.4330429329666003,-0.9941347093754302,2.388994893058225,0.8600510988953829,-3.5977848720822294,-1.236285642351504,-4.175872863178483,3.0348870342559167,1.659307967710447,1.185269187751146,-3.1918660534411174
-1.7634676924162704,-0.37422365883412567,-2.4080470624121517,-2.571001042429998,0.1462802569176347,3.054339022963177,-0.7608184877635722,-2.1252768852409645,0.4727131642275708,-1.3590464608532784,-0.6400790288298595,-4.09731767928497,1.4867911367964552,-0.7226264053679188,-0.19709341884117748,-6.092423824680736
-1.3076794949320174,-2.5411094952523854,-2.2724487386467445,-3.7221771746626473,5.0917316489221776,4.708643794087038,-1.9470205584966607,-4.390089900473868,1.1039611709693418,-1.3620985782008574,1.3035359846544452,-2.8287124577755094,0.6081998146928527,1.3399632314840346,0.19760701269206038,-4.934614702759063
-1.6003233414039642,-4.671700711513495,-3.2517946972720893,-4.009568776566539,4.543200420229368,5.223249275831222,-1.493786148932486,1.6989173073752681,0.11228419855979155,0.046703874784725485,0.22107157793561782,-2.249894817327913,-0.33490604014514247,3.9995538903376655,1.75749335407545,-3.348282808163276
