0deg,15deg,30deg,45deg,60deg,75deg,90deg,105deg,120deg,135deg,150deg,165deg,180deg,270deg
-0.9578983591039133,-0.9584934926780804,-0.9987746673744609,-0.9792231693198392,0.9556831425848957,0.8543165841322651,0.9069924783495849,0.8989230024985562,1.0,0.6812514296504733,0.8876022104599821,0.9038430859183704,0.8662740338580843,0.8831522637842617
-0.9430211768674996,-0.9628449468163232,-0.9886016659661131,-0.9755429882421109,0.9547808183815922,0.8692801229069924,0.9363458936191724,0.9180956979515105,0.9445410573700666,0.6939279834139926,0.9242329504573963,0.9048239158235232,0.8905329380790683,0.9001379106674372
-0.9438659441361624,-0.9617691792360704,-1.0,-0.9896125542327281,0.9385066381588381,0.8566501625217839,0.9248710752939318,0.8727828238778566,0.9477960690495923,0.6860755976085828,0.8978954960009189,0.9052660246074118,0.8742835879853337,0.9014337783078481
-0.9445579785432892,-0.9624336049350156,-0.9853505256896101,-0.9787367149612705,0.941857305635716,0.8830492225324966,0.9645109865020227,0.8999200934718752,0.9595660521783655,0.706575895257604,0.8450525325517257,0.8933070951327979,0.8925217750237089,0.8930556907471798
-0.9342347468348189,-0.9521915079783543,-0.9798008994474062,-0.9819459863833968,0.950290909507008,0.8975790520507003,0.9760848429599571,0.8973133087509872,0.9919057888326197,0.736103640865384,0.8367691193230988,0.8943815676844509,0.8659430222551547,0.8994629861320083
-0.9433320200271662,-0.9407757069692592,-0.9690505965076668,-0.9622164597384253,0.9374831748837194,0.9056877889253228,0.9841143173166735,0.8789815274676989,0.9533407263787435,0.7209911152920989,0.8478687779408656,0.8813116601940452,0.8703817088375574,0.9060772686951672
-0.9520091947967555,-0.9320333864451428,-0.9825711835426835,-0.9614453264915371,0.9488786938120006,0.908399386148421,0.9713562791447883,0.9479358497136325,0.954367939100663,0.7843357731397309,0.8011985677081064,0.8611391746792962,0.8668171214374549,0.9024956588397168
-0.9578161429063292,-0.9280380586931395,-0.9893575722605946,-0.9574269948213537,0.9652106134825076,0.9114843612304369,0.9502634046739467,0.9643575404672762,0.9890344294197635,0.7860170773143231,0.7755020140493234,0.8569006812774647,0.8734417365103655,0.9245207459400631
-0.9447483860050078,-0.901922934154443,-0.9741707268558158,-0.9517375871241868,0.96900283082558,0.9109356488066562,0.9845846977448762,0.9659552773896147,0.9685761520220029,0.867225489305341,0.782016949071781,0.8997641002826846,0.8974563470385657,0.9546629519923084
-0.9466692938441988,-0.9350881025069219,-0.9822728937123225,-0.966549168220278,0.9415282715241666,0.9060127631285402,0.9905304841527327,0.9912545418406706,0.9432786244423608,0.8456361335192442,0.7693795635199059,0.8647319890855427,0.8960186540699442,0.9597518951532007
-0.9413289282242927,-0.9357022956319441,-0.985207617734732,-0.9633207329005783,0.9587711973768105,0.9005657596310743,0.9628729025474831,0.943755340130962,0.969306348540121,0.9014532096284251,0.8077184807947775,0.8338740105206814,0.8885450827631154,0.9751357181901692
-0.9266055935362131,-0.943734663742213,-0.9822702450964991,-0.9755691154503682,0.9391929984161016,0.9051836752198987,0.9991417652872829,0.996528239843876,0.9748510058692721,0.8778959739555752,0.8617549787642362,0.8170190304692797,0.8844830679731159,0.9877163402812768
-0.9326487918679758,-0.933267351337508,-0.9805572397255897,-0.9720625227035152,0.9437701112003165,0.8950401152738279,0.9711788386404892,0.947371271060472,0.9941087984194004,0.9066881465414656,0.8192273896285966,0.8718741450716627,0.8792421745874397,0.9706632027875641
-0.9462638357204424,-0.9464908674534835,-0.9905233718613596,-0.9896735199540874,0.9601574515028837,0.9167726777687315,1.0,0.9952308504985765,0.9343675806940175,0.8976607377109902,0.8224481000692137,0.8118722764389164,0.9194062921957993,1.0
